ENSEMBLE	Chrom	Start	End	Strand	Type	SYMBOL
ENSMUSG00000012443.4	chr19	37376403	37421859	+	protein_coding	Kif11
ENSMUSG00000116587.1	chr17	19257930	19277565	+	lincRNA	Gm49753
ENSMUSG00000100759.6	chr7	131146439	131150580	+	antisense	1700029B22Rik
ENSMUSG00000030199.16	chr6	134035700	134270158	+	protein_coding	Etv6
ENSMUSG00000000682.7	chr4	134082448	134095082	-	protein_coding	Cd52
ENSMUSG00000059554.12	chr10	18213676	18234998	-	protein_coding	Ccdc28a
ENSMUSG00000055610.5	chr7	86332176	86337586	-	protein_coding	Olfr307
ENSMUSG00000079652.8	chr6	29279593	29290680	+	protein_coding	Fam71f2
ENSMUSG00000020334.6	chr11	53983123	54028090	-	protein_coding	Slc22a4
ENSMUSG00000112532.1	chr10	108417251	108453297	+	lincRNA	Gm36283
ENSMUSG00000060208.5	chr8	21655780	21656735	+	protein_coding	Defa17
ENSMUSG00000028293.14	chr4	34663257	34687438	-	protein_coding	Slc35a1
ENSMUSG00000030768.12	chr1	183086266	183221522	-	protein_coding	Disp1
ENSMUSG00000021282.17	chr12	111538016	111546752	+	protein_coding	Eif5
ENSMUSG00000032987.9	chr15	98452588	98460395	+	protein_coding	Olfr281
ENSMUSG00000100781.1	chr1	92820958	92837896	-	antisense	Gm29481
ENSMUSG00000093904.2	chr8	126930667	126945844	-	protein_coding	Tomm20
ENSMUSG00000037470.14	chr1	36140027	36244720	-	protein_coding	Uggt1
ENSMUSG00000038241.16	chr2	155956458	155998900	+	protein_coding	Cep250
ENSMUSG00000114323.1	chr14	15154891	15157213	-	lincRNA	Gm47758
ENSMUSG00000116672.1	chr17	7352064	7371979	-	protein_coding	Gm49630
ENSMUSG00000095654.2	chr9	92192936	92209772	+	protein_coding	Plscr5
ENSMUSG00000066101.5	chr7	142189427	142190389	-	protein_coding	Gm10153
ENSMUSG00000049176.16	chrX	167471309	168577231	-	protein_coding	Frmpd4
ENSMUSG00000042350.13	chr12	84918148	84970900	-	protein_coding	Arel1
ENSMUSG00000035713.15	chr7	97309380	97332020	-	protein_coding	Usp35
ENSMUSG00000075254.12	chr16	33684370	33771576	+	protein_coding	Heg1
ENSMUSG00000026589.14	chr1	157506728	157568425	+	protein_coding	Sec16b
ENSMUSG00000019297.9	chr14	55745693	55755500	+	protein_coding	Nop9
ENSMUSG00000040390.13	chr7	27656375	27674598	-	protein_coding	Map3k10
ENSMUSG00000028879.4	chr4	132853501	132884509	-	protein_coding	Stx12
ENSMUSG00000103695.1	chr3	81802025	81805161	+	lincRNA	A830029E22Rik
ENSMUSG00000044328.13	chr11	77508099	77515980	-	protein_coding	Trp53i13
ENSMUSG00000050423.11	chr13	35958839	35970388	+	protein_coding	Ppp1r3g
ENSMUSG00000073414.8	chr17	35062693	35066184	-	protein_coding	Mpig6b
ENSMUSG00000026915.16	chr2	37483228	37703859	-	protein_coding	Strbp
ENSMUSG00000108616.1	chr7	79536043	79560033	+	lincRNA	Gm35040
ENSMUSG00000006676.16	chr9	108490602	108502337	+	protein_coding	Usp19
ENSMUSG00000027070.14	chr2	69424340	69586065	-	protein_coding	Lrp2
ENSMUSG00000080268.4	chr19	5041354	5049917	+	protein_coding	Brms1
ENSMUSG00000029777.10	chr6	55038007	55079500	+	protein_coding	Gars
ENSMUSG00000032013.6	chr9	43310848	43336115	+	protein_coding	Trim29
ENSMUSG00000086057.1	chr13	111856996	111858505	+	lincRNA	Gm15324
ENSMUSG00000027613.15	chr2	155819832	155826925	-	protein_coding	Eif6
ENSMUSG00000060254.7	chr9	40004348	40009582	-	protein_coding	Olfr980
ENSMUSG00000022571.9	chr15	75916477	75921560	-	protein_coding	Pycrl
ENSMUSG00000103459.1	chr3	83403402	83405790	+	lincRNA	Gm38096
ENSMUSG00000022802.2	chr16	33062521	33127695	+	protein_coding	Lmln
ENSMUSG00000111378.1	chr9	44579608	44584652	+	lincRNA	Gm47230
ENSMUSG00000053470.13	chr6	71588972	71632990	-	protein_coding	Kdm3a
ENSMUSG00000048481.15	chr7	18991245	19001766	+	protein_coding	Mypop
ENSMUSG00000061981.14	chr11	78037931	78060434	+	protein_coding	Flot2
ENSMUSG00000027508.15	chr3	9687479	9833679	-	protein_coding	Pag1
ENSMUSG00000041958.10	chr11	78328415	78342782	+	protein_coding	Pigs
ENSMUSG00000039798.2	chr2	29868723	29870317	-	antisense	2600006K01Rik
ENSMUSG00000031480.15	chr8	22227313	22261334	+	protein_coding	Thsd1
ENSMUSG00000040488.18	chr7	27305136	27337692	-	protein_coding	Ltbp4
ENSMUSG00000058076.12	chr1	171127165	171150603	-	protein_coding	Sdhc
ENSMUSG00000022215.6	chr14	55575617	55576954	+	protein_coding	Fitm1
ENSMUSG00000085744.1	chr11	58865965	58867154	+	lincRNA	Gm12259
ENSMUSG00000029148.15	chr5	31240864	31251566	+	protein_coding	Nrbp1
ENSMUSG00000108583.1	chr7	126837212	126846388	+	lincRNA	Gm44854
ENSMUSG00000026276.20	chr1	93478964	93510260	+	protein_coding	Septin2
ENSMUSG00000114357.1	chr14	65351442	65359410	-	antisense	Gm48449
ENSMUSG00000117567.1	chr17	88662406	88664765	-	lincRNA	Gm50056
ENSMUSG00000004814.10	chr5	135569937	135573049	-	protein_coding	Ccl24
ENSMUSG00000056509.10	chr7	46983580	46987803	+	protein_coding	Gm9999
ENSMUSG00000052736.15	chr6	129647496	129660689	-	protein_coding	Klrc2
ENSMUSG00000114327.1	chr13	66680954	66708957	+	lincRNA	Gm40988
ENSMUSG00000036918.16	chr17	87282886	87381769	+	protein_coding	Ttc7
ENSMUSG00000037605.16	chr5	81020138	81825133	+	protein_coding	Adgrl3
ENSMUSG00000091712.2	chr16	5147109	5187271	+	protein_coding	Sec14l5
ENSMUSG00000024170.15	chr17	25099570	25115967	-	protein_coding	Telo2
ENSMUSG00000101394.1	chr2	117802117	117803664	-	lincRNA	Gm28183
ENSMUSG00000109010.1	chr11	77200125	77200819	-	lincRNA	Gm45027
ENSMUSG00000028224.14	chr4	15957925	15992589	+	protein_coding	Nbn
ENSMUSG00000036469.16	chr8	65617900	66471637	+	protein_coding	Marchf1
ENSMUSG00000097624.2	chr17	15231581	15247917	-	lincRNA	Gm5091
ENSMUSG00000059128.3	chr7	28508836	28510455	-	protein_coding	Ifnl2
ENSMUSG00000031981.7	chr8	124576111	124618731	+	protein_coding	Capn9
ENSMUSG00000036139.6	chr15	102976439	102985099	+	protein_coding	Hoxc9
ENSMUSG00000022847.15	chr16	20724454	20734511	-	protein_coding	Thpo
ENSMUSG00000102726.1	chrY	17867025	17870364	+	lincRNA	Gm37937
ENSMUSG00000111054.1	chr9	111912311	111918666	-	lincRNA	4930545L08Rik
ENSMUSG00000057969.15	chr9	107597674	107609229	-	protein_coding	Sema3b
ENSMUSG00000086128.8	chr18	64157721	64333706	-	antisense	St8sia3os
ENSMUSG00000112555.1	chr10	119600363	119617720	-	antisense	Gm47027
ENSMUSG00000034075.10	chr2	84687970	84715180	-	protein_coding	Zdhhc5
ENSMUSG00000006315.9	chr7	30727701	30729540	-	protein_coding	Tmem147
ENSMUSG00000068574.2	chr6	42459979	42465196	-	protein_coding	Olfr458
ENSMUSG00000036606.17	chr15	89155549	89180788	-	protein_coding	Plxnb2
ENSMUSG00000029376.8	chr5	90931117	91021368	+	protein_coding	Mthfd2l
ENSMUSG00000112928.1	chr10	15300231	15392942	+	lincRNA	Gm47710
ENSMUSG00000037815.7	chr18	35118859	35254779	+	protein_coding	Ctnna1
ENSMUSG00000029190.19	chr5	36600485	36696024	-	protein_coding	D5Ertd579e
ENSMUSG00000028737.15	chr4	139622866	139649690	+	protein_coding	Aldh4a1
ENSMUSG00000111417.1	chr9	78520546	78522157	+	lincRNA	Gm47430
ENSMUSG00000029379.10	chr5	90786103	90789600	+	protein_coding	Cxcl3
ENSMUSG00000032401.15	chr9	64117147	64138118	+	protein_coding	Lctl
ENSMUSG00000022788.16	chr16	16416917	16600549	-	protein_coding	Fgd4
ENSMUSG00000086277.2	chr1	161942086	161979636	-	protein_coding	4930558K02Rik
ENSMUSG00000024867.14	chr19	24294794	24555872	-	protein_coding	Pip5k1b
ENSMUSG00000106738.1	chr5	150499747	150502304	-	lincRNA	Gm5
ENSMUSG00000039477.16	chr5	142724661	142817662	-	protein_coding	Tnrc18
ENSMUSG00000052605.12	chr7	4844959	4870258	-	protein_coding	Isoc2b
ENSMUSG00000070780.11	chr5	66016549	66173118	-	protein_coding	Rbm47
ENSMUSG00000006342.15	chr10	75636706	75644008	-	protein_coding	Susd2
ENSMUSG00000005950.14	chr11	73160421	73172685	+	protein_coding	P2rx5
ENSMUSG00000033731.9	chr12	99341154	99361827	+	antisense	3300002A11Rik
ENSMUSG00000032178.14	chr9	21367871	21405361	+	protein_coding	Ilf3
ENSMUSG00000049988.5	chr8	70616155	70621483	+	protein_coding	Lrrc25
ENSMUSG00000061607.15	chr17	35841515	35859670	+	protein_coding	Mdc1
ENSMUSG00000102101.1	chr16	55973268	55974617	-	antisense	Zbtb11os1
ENSMUSG00000112798.1	chr10	69312139	69315376	+	lincRNA	Gm40685
ENSMUSG00000085478.1	chr4	17656675	17657963	-	lincRNA	Gm11851
ENSMUSG00000029247.17	chr5	76951307	76967509	+	protein_coding	Paics
ENSMUSG00000002324.8	chr14	55618037	55625395	+	protein_coding	Rec8
ENSMUSG00000047636.3	chr4	107096891	107113125	+	protein_coding	Cdcp2
ENSMUSG00000116810.1	chr16	86816866	86878648	+	lincRNA	Gm32624
ENSMUSG00000044820.6	chr9	54950230	54950998	-	protein_coding	AY074887
ENSMUSG00000043702.9	chr14	26659958	26669883	-	protein_coding	Pde12
ENSMUSG00000031298.15	chrX	160390690	160498070	+	protein_coding	Adgrg2
ENSMUSG00000087357.1	chr3	108018294	108025249	-	lincRNA	Gm12498
ENSMUSG00000026301.16	chr1	90042132	90153401	-	protein_coding	Iqca
ENSMUSG00000020707.6	chr11	80183851	80199757	+	protein_coding	Rnf135
ENSMUSG00000046207.14	chr11	68503019	68552698	+	protein_coding	Pik3r6
ENSMUSG00000097438.1	chr8	121434980	121435389	+	lincRNA	Gm26784
ENSMUSG00000098923.1	chr1	119526160	119528983	+	protein_coding	Tmem185b
ENSMUSG00000036138.16	chr9	119339676	119350299	+	protein_coding	Acaa1a
ENSMUSG00000046836.13	chr1	183276352	183297269	-	protein_coding	Brox
ENSMUSG00000023274.14	chr6	124864692	124888221	-	protein_coding	Cd4
ENSMUSG00000112288.1	chr12	80635992	80637371	+	antisense	Gm47879
ENSMUSG00000103994.1	chrY	17957447	17960787	+	lincRNA	Gm38028
ENSMUSG00000106799.1	chr6	25931426	25977227	+	lincRNA	Gm20756
ENSMUSG00000117853.1	chr7	13159568	13185864	+	protein_coding	Vmn1r88
ENSMUSG00000022314.10	chr15	51962240	51991747	-	protein_coding	Rad21
ENSMUSG00000022829.14	chr16	37114942	37384962	-	protein_coding	Stxbp5l
ENSMUSG00000057513.3	chr7	23865520	23866449	-	protein_coding	Vmn1r177
ENSMUSG00000030352.15	chr6	127961396	128143594	-	protein_coding	Tspan9
ENSMUSG00000067567.12	chrX	102284639	102505359	-	protein_coding	Hdac8
ENSMUSG00000076755.2	chr13	19339989	19340454	+	TR_V_gene	Trgv1
ENSMUSG00000036151.15	chr8	70072924	70080066	+	protein_coding	Tm6sf2
ENSMUSG00000044067.7	chr12	31706867	31713947	-	protein_coding	Gpr22
ENSMUSG00000100780.1	chrX	117534546	117534914	+	lincRNA	Gm28579
ENSMUSG00000086405.1	chr2	30629655	30689210	+	lincRNA	9330198N18Rik
ENSMUSG00000026150.14	chr1	82724890	82752394	+	protein_coding	Mff
ENSMUSG00000041702.7	chr12	102780797	102878471	-	protein_coding	Btbd7
ENSMUSG00000101633.1	chrY	39504127	39504624	+	lincRNA	Gm29839
ENSMUSG00000112959.1	chr13	51378136	51418686	-	lincRNA	Gm32834
ENSMUSG00000059994.10	chr3	87376387	87402934	+	protein_coding	Fcrl1
ENSMUSG00000074505.6	chr9	15910189	16501285	-	protein_coding	Fat3
ENSMUSG00000029697.6	chr6	23245044	23248362	-	protein_coding	Fezf1
ENSMUSG00000024962.13	chr19	6982473	6987651	-	protein_coding	Vegfb
ENSMUSG00000061342.5	chr2	88181880	88186919	+	protein_coding	Olfr1168
ENSMUSG00000048938.12	chr3	102939658	102964133	-	protein_coding	Nr1h5
ENSMUSG00000079604.9	chr2	9352431	9447676	+	lincRNA	Gm13219
ENSMUSG00000042894.11	chr2	89974340	89981586	+	protein_coding	Olfr1260
ENSMUSG00000000876.11	chr2	154585758	154603708	-	protein_coding	Pxmp4
ENSMUSG00000061742.12	chr19	6535845	6543032	-	protein_coding	Slc22a12
ENSMUSG00000063457.14	chr10	80292453	80294114	+	protein_coding	Rps15
ENSMUSG00000067916.9	chr4	147132038	147180579	+	protein_coding	Zfp991
ENSMUSG00000032119.5	chr9	44292440	44305671	-	protein_coding	Hinfp
ENSMUSG00000051716.6	chr10	128254096	128255896	+	protein_coding	Apon
ENSMUSG00000111852.1	chr9	59499361	59512865	-	lincRNA	Gm33180
ENSMUSG00000086494.1	chr5	148741840	148743139	+	lincRNA	2210417A02Rik
ENSMUSG00000091151.2	chr17	20414146	20425343	+	protein_coding	Vmn1r224
ENSMUSG00000109868.1	chr8	108526937	108537221	-	lincRNA	Gm39244
ENSMUSG00000022962.15	chr16	91621186	91646952	-	protein_coding	Gart
ENSMUSG00000101654.1	chrY	34335629	34336075	+	lincRNA	Gm29653
ENSMUSG00000097261.2	chr1	185359461	185362865	-	lincRNA	4930532G15Rik
ENSMUSG00000118437.1	chr14	30094762	30101557	+	antisense	Gm50467
ENSMUSG00000056133.5	chr17	7362815	7385464	-	protein_coding	Unc93a2
ENSMUSG00000059183.12	chr9	65435782	65453054	+	protein_coding	Mtfmt
ENSMUSG00000113363.1	chr12	12865570	12874689	+	lincRNA	Gm48187
ENSMUSG00000048550.17	chr2	21205724	21215009	+	protein_coding	Thnsl1
ENSMUSG00000038569.13	chr5	122323223	122354233	-	protein_coding	Rad9b
ENSMUSG00000083361.4	chr2	37065746	37069651	+	protein_coding	Olfr360
ENSMUSG00000008153.12	chr6	124430581	124464794	-	protein_coding	Clstn3
ENSMUSG00000037791.15	chr11	77982754	78030539	+	protein_coding	Phf12
ENSMUSG00000113032.1	chr10	99719143	99891158	+	antisense	Gm47578
ENSMUSG00000015143.15	chr12	80167547	80260371	-	protein_coding	Actn1
ENSMUSG00000108987.1	chr7	82115766	82120432	-	lincRNA	Gm45056
ENSMUSG00000074754.4	chr2	144594054	144595366	+	protein_coding	Smim26
ENSMUSG00000039703.15	chr11	120380370	120437708	-	protein_coding	Nploc4
ENSMUSG00000085495.1	chr2	170499357	170511927	-	antisense	Gm16796
ENSMUSG00000023495.13	chr9	106453291	106464012	+	protein_coding	Pcbp4
ENSMUSG00000118438.1	chrX	34450459	34452387	+	protein_coding	Btbd35f8
ENSMUSG00000084870.1	chr2	105708999	105710098	+	antisense	Gm13954
ENSMUSG00000024940.11	chr19	5740904	5758532	+	protein_coding	Ltbp3
ENSMUSG00000094052.2	chrY	70271306	70273642	-	protein_coding	Gm21118
ENSMUSG00000101379.1	chrY	30396170	30396697	+	lincRNA	Gm28092
ENSMUSG00000104784.1	chr5	44226587	44243548	+	antisense	Gm42984
ENSMUSG00000047988.1	chr11	97490783	97500340	-	protein_coding	4933428G20Rik
ENSMUSG00000095696.3	chr10	129427306	129439080	+	protein_coding	Olfr786
ENSMUSG00000019876.15	chr10	57631981	57741112	+	protein_coding	Pkib
ENSMUSG00000068697.7	chr14	20649107	20656540	-	protein_coding	Myoz1
ENSMUSG00000002064.10	chr11	78245746	78255496	+	protein_coding	Sdf2
ENSMUSG00000036030.9	chr9	72806874	72917291	+	protein_coding	Prtg
ENSMUSG00000037355.14	chr5	33378549	33419754	+	protein_coding	Uvssa
ENSMUSG00000056184.5	chr15	98377699	98380946	-	protein_coding	Olfr283
ENSMUSG00000042111.9	chr1	34436670	34439672	-	protein_coding	Ccdc115
ENSMUSG00000090690.1	chr14	42496884	42502349	-	protein_coding	Gm8020
ENSMUSG00000055319.8	chr7	128744943	128784836	+	protein_coding	Sec23ip
ENSMUSG00000015854.7	chr3	87357881	87371073	+	protein_coding	Cd5l
ENSMUSG00000045435.9	chr5	20882191	20886870	+	protein_coding	Tmem60
ENSMUSG00000087335.2	chr13	54926763	54930256	-	lincRNA	4930526F13Rik
ENSMUSG00000038192.5	chr4	82881751	82885148	-	protein_coding	Cer1
ENSMUSG00000110950.1	chr9	83571560	83573289	-	lincRNA	Gm39384
ENSMUSG00000027867.10	chr3	99885406	100143322	+	protein_coding	Spag17
ENSMUSG00000087293.1	chr2	180954464	180966812	+	antisense	Gm14341
ENSMUSG00000086987.1	chr4	54151831	54163678	-	lincRNA	Gm12484
ENSMUSG00000006941.5	chr9	120492232	120495330	+	protein_coding	Eif1b
ENSMUSG00000035916.8	chr10	107517049	107720051	-	protein_coding	Ptprq
ENSMUSG00000050144.13	chr3	88410498	88425139	-	protein_coding	Slc25a44
ENSMUSG00000092109.2	chr14	118266960	118267688	+	protein_coding	Gm9376
ENSMUSG00000097845.2	chr1	191025350	191029781	+	antisense	A230020J21Rik
ENSMUSG00000051224.13	chrX	166499812	166518567	-	protein_coding	Tceanc
ENSMUSG00000026615.14	chr1	185363044	185428360	+	protein_coding	Eprs
ENSMUSG00000097863.1	chr5	109995511	109996398	-	lincRNA	1010001B22Rik
ENSMUSG00000066720.7	chr17	23682584	23684026	-	protein_coding	Cldn9
ENSMUSG00000078923.10	chr2	167607638	167632095	-	protein_coding	Ube2v1
ENSMUSG00000027282.17	chr2	90847155	90866810	+	protein_coding	Mtch2
ENSMUSG00000061104.5	chr8	95825346	95826134	+	protein_coding	Sap18b
ENSMUSG00000030512.13	chr7	66059003	66074587	+	protein_coding	Snrpa1
ENSMUSG00000116426.1	chr16	9049972	9055398	+	lincRNA	Gm30567
ENSMUSG00000028635.7	chr4	120161206	120167360	+	protein_coding	Edn2
ENSMUSG00000054423.14	chr14	12372563	12823079	-	protein_coding	Cadps
ENSMUSG00000057604.9	chr6	112273758	112330425	+	protein_coding	Lmcd1
ENSMUSG00000037465.10	chr15	38291463	38300706	-	protein_coding	Klf10
ENSMUSG00000105053.1	chr3	103809573	103838648	+	protein_coding	Gm43064
ENSMUSG00000056418.3	chr9	96435783	96438138	-	lincRNA	BC043934
ENSMUSG00000059305.12	chr16	16868403	16870843	-	protein_coding	Vpreb1
ENSMUSG00000029161.7	chr5	30933143	30945591	-	protein_coding	Cgref1
ENSMUSG00000022637.11	chr16	52031225	52208048	+	protein_coding	Cblb
ENSMUSG00000030428.16	chr7	4119408	4136708	+	protein_coding	Ttyh1
ENSMUSG00000031552.13	chr8	24602246	24674755	-	protein_coding	Adam18
ENSMUSG00000109254.1	chr7	119462821	119472478	+	antisense	Gm44588
ENSMUSG00000107439.1	chr6	58964874	58972234	+	antisense	Gm45060
ENSMUSG00000005262.13	chr16	18811779	18835261	+	protein_coding	Ufd1
ENSMUSG00000036667.14	chr6	42668002	42710088	-	protein_coding	Tcaf1
ENSMUSG00000026457.14	chr1	134415378	134433351	+	protein_coding	Adipor1
ENSMUSG00000100939.1	chrY	7253787	7280017	+	protein_coding	Gm28998
ENSMUSG00000117786.1	chr17	30920338	30963220	-	antisense	Gm10503
ENSMUSG00000091275.1	chr14	5939225	5961745	-	protein_coding	Gm3248
ENSMUSG00000094288.1	chrX	123449004	123451890	-	lincRNA	Astx2
ENSMUSG00000045751.16	chr4	24496451	24602950	+	protein_coding	Mms22l
ENSMUSG00000023868.17	chr17	8525372	8986648	+	protein_coding	Pde10a
ENSMUSG00000100454.1	chr1	97024516	97025565	-	lincRNA	Gm28901
ENSMUSG00000111995.1	chr10	11824413	11841931	-	lincRNA	Gm48697
ENSMUSG00000002147.18	chr10	127642986	127660957	+	protein_coding	Stat6
ENSMUSG00000040356.16	chr17	34839228	34850210	-	protein_coding	Skiv2l
ENSMUSG00000075179.3	chr2	86536949	86542480	-	protein_coding	Olfr1079
ENSMUSG00000084999.2	chr16	56886367	56921506	+	antisense	Gm15839
ENSMUSG00000085969.1	chr9	24296139	24300257	-	antisense	Gm15600
ENSMUSG00000098977.1	chr2	26206702	26209283	+	antisense	Gm27196
ENSMUSG00000046909.9	chr11	80136678	80142175	-	protein_coding	Tefm
ENSMUSG00000045989.4	chr7	126830468	126831639	-	protein_coding	4930451I11Rik
ENSMUSG00000109093.1	chr7	119607681	119643469	-	antisense	Gm19950
ENSMUSG00000036242.15	chr14	49675952	49783383	-	protein_coding	Armh4
ENSMUSG00000023926.8	chr17	40811126	40840754	+	protein_coding	Rhag
ENSMUSG00000036106.15	chr15	84669620	84703673	+	protein_coding	Prr5
ENSMUSG00000101265.1	chr1	92324510	92329888	+	lincRNA	Gm29099
ENSMUSG00000036815.17	chr1	123321471	124846039	-	protein_coding	Dpp10
ENSMUSG00000052565.7	chr13	23553262	23560686	+	protein_coding	H1f3
ENSMUSG00000101680.1	chr14	54973029	54973359	+	antisense	Gm29015
ENSMUSG00000078932.8	chr15	91199494	91260894	+	protein_coding	CN725425
ENSMUSG00000117406.1	chr17	24203848	24209531	-	protein_coding	Ntn3
ENSMUSG00000099968.7	chr16	93391677	93458872	-	lincRNA	1700029J03Rik
ENSMUSG00000069874.7	chr11	58199618	58222782	+	protein_coding	Irgm2
ENSMUSG00000042105.18	chr7	128611328	128696425	+	protein_coding	Inpp5f
ENSMUSG00000085017.1	chr2	32525031	32527990	+	lincRNA	Gm13412
ENSMUSG00000016409.4	chrX	37126795	37150746	+	protein_coding	Nkap
ENSMUSG00000046351.11	chr13	23353103	23369208	-	protein_coding	Zfp322a
ENSMUSG00000022155.9	chr15	4898737	4962205	+	protein_coding	Mroh2b
ENSMUSG00000086293.1	chr4	82692805	82693711	+	antisense	Gm11269
ENSMUSG00000042804.13	chr4	152274232	152285337	+	protein_coding	Gpr153
ENSMUSG00000022400.9	chr15	81466296	81476369	+	protein_coding	Rbx1
ENSMUSG00000020211.15	chr10	80798198	80804924	+	protein_coding	Sf3a2
ENSMUSG00000072966.11	chrX	135839034	135844730	+	protein_coding	Gprasp2
ENSMUSG00000075573.4	chr14	62998077	63001160	+	protein_coding	Defb47
ENSMUSG00000071724.5	chr15	76294348	76296896	+	protein_coding	Smpd5
ENSMUSG00000116380.1	chr15	74929437	74936316	+	lincRNA	Gm39556
ENSMUSG00000078783.1	chr3	15296551	15332302	-	protein_coding	Gm9733
ENSMUSG00000007041.9	chr17	35049966	35058749	+	protein_coding	Clic1
ENSMUSG00000038080.17	chr13	47043499	47085279	+	protein_coding	Kdm1b
ENSMUSG00000037640.15	chr7	27731389	27753702	+	protein_coding	Zfp60
ENSMUSG00000094862.2	chr12	115242802	115243235	-	IG_V_gene	Ighv1-56
ENSMUSG00000029596.13	chr5	120458186	120472810	-	protein_coding	Sdsl
ENSMUSG00000104045.1	chr2	12697417	12706853	+	lincRNA	Gm37565
ENSMUSG00000007682.6	chr12	90724552	90738438	-	protein_coding	Dio2
ENSMUSG00000091933.2	chr5	10947807	10952592	+	protein_coding	Gm8857
ENSMUSG00000025245.14	chr9	123694416	123717697	-	protein_coding	Lztfl1
ENSMUSG00000036062.13	chr4	42916660	42944752	+	protein_coding	Phf24
ENSMUSG00000031513.8	chr8	34135572	34147033	-	protein_coding	Leprotl1
ENSMUSG00000007589.9	chr14	55674689	55681820	-	protein_coding	Tinf2
ENSMUSG00000032744.4	chr4	123233556	123249875	+	protein_coding	Heyl
ENSMUSG00000117534.1	chr17	29652228	29658336	-	antisense	Gm20161
ENSMUSG00000029203.16	chr5	65537233	65598988	+	protein_coding	Ube2k
ENSMUSG00000097783.2	chr8	121421238	121428043	+	lincRNA	Gm26747
ENSMUSG00000024327.16	chr17	34028269	34031682	-	protein_coding	Slc39a7
ENSMUSG00000001755.12	chr11	101082565	101086619	+	protein_coding	Coasy
ENSMUSG00000076893.1	chr14	54181518	54181577	+	TR_J_gene	Traj37
ENSMUSG00000055541.17	chr7	4003402	4063204	-	protein_coding	Lair1
ENSMUSG00000031210.10	chrX	96713441	96719388	+	protein_coding	Gpr165
ENSMUSG00000008845.9	chr6	124304656	124330527	+	protein_coding	Cd163
ENSMUSG00000036718.17	chr5	139706696	139736336	-	protein_coding	Micall2
ENSMUSG00000047842.7	chr13	52504380	52531279	-	protein_coding	Diras2
ENSMUSG00000030815.11	chr7	127573340	127583307	+	protein_coding	Phkg2
